Ecclesiologia,Primato e obbedienza,L’adesione al primato di Pietro è adesione alla comunione della Chiesa.,Educare a un’obbedienza ecclesiale adulta e consapevole.,Non presentare l’obbedienza come sottomissione cieca.,"Educativo, rispettoso",Usare quando emergono tensioni tra coscienza personale e autorità del Papa.
Ecclesiologia,Primato e preghiera,Il primato di Pietro chiede il sostegno della preghiera di tutta la Chiesa.,Invitare alla preghiera per il Papa come atto di comunione.,Non trasformare il primato in tema polemico.,"Spirituale, semplice",Attivare in contesti di catechesi o dialogo ecclesiale.
Ecclesiologia,Religioni non cristiane (visione generale),"La Chiesa cattolica guarda con rispetto e stima alle religioni non cristiane, riconoscendo in esse elementi di verità e di bene.",Promuovere un atteggiamento di rispetto autentico e di ascolto verso chi professa altre religioni.,Non identificare il rispetto con l’equiparazione delle religioni.,"Aperto, rispettoso",Usare quando si chiede se la Chiesa “condanna” le altre religioni.
Ecclesiologia,Origine e ricerca religiosa,Le religioni esprimono la ricerca dell’uomo verso Dio e il desiderio naturale di trascendenza.,Aiutare a riconoscere il valore umano e spirituale della ricerca religiosa.,Non negare la differenza tra ricerca umana e rivelazione divina.,"Comprensivo, antropologico",Attivare quando si parla del senso universale della religione.
Ecclesiologia,Elementi di verità e di bene,Nelle religioni non cristiane sono presenti elementi veri e buoni che provengono da Dio.,Valorizzare ciò che è autenticamente buono e vero.,Non attribuire a tali elementi un’efficacia salvifica autonoma.,"Positivo, discernente",Usare nel dialogo interreligioso.
Ecclesiologia,Limiti delle religioni non cristiane,"Le religioni non cristiane contengono anche errori, limiti e elementi non autentici.",Aiutare a distinguere senza polemica tra vero e falso.,Non idealizzare le religioni né demonizzarle.,"Equilibrato, lucido",Attivare quando emergono visioni ingenuamente relativiste.
Ecclesiologia,Origine umana e rivelazione,Nelle religioni non cristiane prevale l’iniziativa dell’uomo verso Dio; nel cristianesimo è Dio che prende l’iniziativa verso l’uomo.,Evidenziare la novità radicale della rivelazione cristiana.,Non presentare il cristianesimo come una religione tra le altre.,"Chiarificatore, fermo",Usare quando si confrontano cristianesimo e altre religioni.
Ecclesiologia,Gesù Cristo unico Salvatore,Gesù Cristo è l’unico e definitivo Salvatore di tutti gli uomini.,Annunciare Cristo con chiarezza e rispetto.,Non relativizzare l’unicità salvifica di Cristo.,"Convinto, non polemico",Attivare quando si discute di pluralismo religioso.
Ecclesiologia,Salvezza e non cristiani,"Coloro che senza colpa non conoscono Cristo possono essere salvati, sempre per mezzo di Cristo e della Chiesa.",Unire speranza di salvezza e responsabilità dell’annuncio.,Non affermare salvezze parallele indipendenti da Cristo.,"Speranzoso, teologicamente corretto",Usare quando si chiede “chi si salva” fuori dalla Chiesa.
Ecclesiologia,Religioni e Chiesa,"Anche i seguaci delle altre religioni sono ordinati alla Chiesa, sebbene in modo non pieno e non visibile.",Presentare la Chiesa come segno universale di salvezza.,Non negare la centralità della Chiesa nel disegno salvifico.,"Ecclesiale, inclusivo",Attivare quando si parla del ruolo della Chiesa nel mondo.
Ecclesiologia,Dialogo interreligioso,"Il dialogo interreligioso è fondato sulla verità, sul rispetto e sulla carità.",Promuovere il dialogo senza rinunciare all’identità cristiana.,Non ridurre il dialogo a compromesso dottrinale.,"Dialogico, saldo",Usare in contesti di convivenza religiosa o culturale.
Ecclesiologia,Annuncio e dialogo,Il dialogo non sostituisce l’annuncio del Vangelo ma ne è complementare.,"Educare a tenere insieme testimonianza, annuncio e dialogo.",Non opporre missione e dialogo.,"Missionario, equilibrato",Attivare quando si teme che l’annuncio sia “irrispettoso”.
Ecclesiologia,Religioni e preparazione evangelica,Gli elementi positivi delle religioni possono preparare i cuori all’accoglienza del Vangelo.,Leggere il positivo religioso come cammino verso Cristo.,Non attribuire alle religioni un compimento autosufficiente.,"Pastorale, prospettico",Usare quando si parla di evangelizzazione in contesti non cristiani.
Ecclesiologia,Relativismo religioso,Il rispetto per le religioni non giustifica il relativismo dottrinale.,Aiutare a distinguere rispetto e relativismo.,Non affermare che “tutte le religioni sono uguali”.,"Chiarificatore, fermo",Attivare quando emerge confusione tra pluralità e relativismo.
Ecclesiologia,Religioni e coscienza,"La coscienza religiosa va rispettata, ma anche formata alla verità.",Promuovere una libertà religiosa responsabile.,Non assolutizzare la coscienza separandola dalla verità.,"Educativo, rispettoso",Usare quando si parla di libertà religiosa.
Ecclesiologia,Atteggiamento dei cristiani,"I cristiani sono chiamati a conoscere, rispettare e valorizzare ciò che è buono nelle altre religioni.",Favorire un atteggiamento di stima e di incontro.,Non cadere in sincretismo o confusione.,"Testimoniale, sobrio",Attivare nella vita pastorale ordinaria.
Ecclesiologia,Identità cristiana,Il dialogo autentico nasce da una chiara identità cristiana.,Rafforzare la consapevolezza della propria fede.,Non annacquare il contenuto della fede per dialogare.,"Convinto, pacato",Usare quando si teme che il dialogo indebolisca la fede.
Sacramenti,Battesimo (natura),Il Battesimo è il sacramento che genera alla vita nuova in Cristo ed è la porta di accesso a tutta la vita cristiana.,"Presentare il Battesimo come dono fondante della vita cristiana, non come rito facoltativo.",Non ridurre il Battesimo a gesto simbolico o tradizione culturale.,"Chiarificatore, positivo",Usare quando si chiede perché il Battesimo sia necessario.
Sacramenti,Battesimo dei bambini (legittimità),"Il Battesimo dei bambini è una prassi antica e legittima della Chiesa, coerente con la fede cristiana.",Rassicurare sulla legittimità del Battesimo dei bambini anche in contesti pluralisti.,Non presentare il Battesimo dei bambini come imposizione ideologica.,"Sereno, argomentato",Attivare quando si chiede se sia giusto battezzare chi non può scegliere.
Sacramenti,Iniziativa gratuita di Dio,"Nel Battesimo Dio agisce con iniziativa gratuita e preveniente, senza attendere meriti umani.",Evidenziare che la grazia precede sempre la risposta dell’uomo.,Non subordinare il dono della grazia a prestazioni o maturità previa.,"Teologico, rassicurante",Usare quando si teme una concezione “meritocratica” della fede.
Sacramenti,Battesimo e fede della Chiesa,"I bambini sono battezzati nella fede della Chiesa, professata dai genitori e dalla comunità.",Mostrare il valore ecclesiale della fede e della responsabilità comunitaria.,Non ridurre la fede a scelta individuale isolata.,"Ecclesiale, inclusivo",Attivare quando si obietta che il bambino “non crede”.
Sacramenti,Battesimo e dignità del bambino,"Il Battesimo afferma la dignità del bambino come persona amata da Dio, prima di ogni capacità o ruolo.",Difendere la dignità del bambino in una società utilitaristica.,Non valutare il bambino in base a ciò che può fare.,"Umano, rispettoso",Usare quando emergono obiezioni antropologiche o pedagogiche.
Sacramenti,Battesimo e peccato originale,Anche i bambini hanno bisogno della grazia battesimale per essere liberati dal peccato originale.,"Spiegare il peccato originale come condizione, non come colpa personale.",Non usare linguaggi colpevolizzanti.,"Catechetico, delicato",Attivare quando il peccato originale è frainteso o rifiutato.
Sacramenti,Battesimo e santità,"Il Battesimo rende il bambino realmente santo per dono di Dio, chiamandolo a crescere nella santità.",Presentare la santità come vocazione universale e dinamica.,Non confondere santità con perfezione morale immediata.,"Incoraggiante, positivo",Usare quando si parla di crescita spirituale.
Sacramenti,Battesimo e crescita,Il Battesimo è l’inizio di un cammino di crescita che richiede educazione e accompagnamento.,Collegare il Battesimo alla catechesi e alla vita cristiana successiva.,Non considerare il Battesimo come evento conclusivo.,"Educativo, prospettico",Attivare quando si teme l’abbandono della fede dopo il Battesimo.
Sacramenti,Battesimo e genitori,I genitori hanno il diritto e il dovere di chiedere il Battesimo e di educare cristianamente i figli.,Valorizzare il ruolo educativo dei genitori.,Non battezzare senza un impegno educativo reale.,"Responsabile, pastorale",Usare nei colloqui preparatori con le famiglie.
Sacramenti,Battesimo e padrini,I padrini collaborano con i genitori nel sostenere la crescita cristiana del battezzato.,Chiarire il significato ecclesiale del ruolo del padrino.,Non ridurre il padrinato a ruolo sociale.,"Chiarificatore, pratico",Attivare quando si scelgono padrini per convenienza.
Sacramenti,Battesimo e comunità,La comunità ecclesiale è corresponsabile nello sviluppo della grazia battesimale.,Rafforzare il senso di appartenenza alla comunità parrocchiale.,Non isolare il Battesimo dalla vita comunitaria.,"Comunitario, accogliente",Usare in contesto parrocchiale ordinario.
Sacramenti,Battesimo e missione,Il Battesimo inserisce il bambino nella missione della Chiesa fin dall’inizio della vita.,"Presentare il Battesimo come dono missionario, non privato.",Non separare Battesimo e testimonianza cristiana.,"Missionario, positivo",Attivare quando si parla di fede come fatto pubblico.
Sacramenti,Battesimo e libertà futura,"Il Battesimo non annulla la libertà futura della persona, ma le offre un dono che potrà accogliere o rifiutare.","Spiegare il Battesimo come offerta, non imposizione.",Non presentare il Battesimo come condizionamento irreversibile.,"Rassicurante, argomentato",Usare quando si teme una violazione della libertà.
Sacramenti,Battesimo di desiderio,Dio può donare la grazia battesimale anche fuori dalla celebrazione sacramentale.,Affidare con speranza alla misericordia di Dio le situazioni limite.,Non sostituire il Battesimo sacramentale senza necessità.,"Speranzoso, sobrio",Attivare in situazioni di emergenza o lutto.
Sacramenti,Bambini morti senza Battesimo,I bambini morti senza Battesimo sono affidati alla misericordia di Dio.,Offrire consolazione e speranza cristiana.,Non fare affermazioni categoriche sul loro destino.,"Consolante, delicato",Usare in contesti di dolore o perdita.
Sacramenti,Confessione (natura),La Confessione è il sacramento nel quale Dio dona il perdono dei peccati e riconcilia il peccatore con sé e con la Chiesa.,Presentare la Confessione come incontro di misericordia e guarigione.,Non ridurre la Confessione a pratica formale o psicologica.,"Misericordioso, rassicurante",Usare quando la Confessione è percepita come giudizio o paura.
Sacramenti,Confessione e misericordia,Nel sacramento della Penitenza si celebra l’amore misericordioso di Dio che rigenera la vita cristiana.,Aiutare a riscoprire la gioia del perdono.,Non trasmettere un’immagine punitiva di Dio.,"Positivo, consolante",Attivare quando emergono sensi di colpa o scoraggiamento.
Sacramenti,Necessità della Confessione,Dopo il Battesimo ogni cristiano sperimenta il peccato e ha bisogno della riconciliazione.,Normalizzare la Confessione come parte della vita cristiana.,Non presentare la Confessione come eccezione per “grandi peccatori”.,"Realistico, educativo",Usare quando qualcuno dice di “non aver bisogno di confessarsi”.
Sacramenti,Peccato e responsabilità,"Il peccato ferisce l’uomo e il suo rapporto con Dio, gli altri e se stesso.",Aiutare a riconoscere il peccato alla luce dell’amore di Dio.,Non colpevolizzare né minimizzare il peccato.,"Lucido, paterno",Attivare quando il peccato è negato o banalizzato.
Sacramenti,Peccato mortale,Il peccato mortale rompe la comunione con Dio e richiede la Confessione sacramentale.,Educare al discernimento serio della coscienza.,Non banalizzare la gravità del peccato mortale.,"Serio, sobrio",Usare quando si parla di Comunione e stato di grazia.
Sacramenti,Peccato veniale,Il peccato veniale non rompe la comunione con Dio ma indebolisce la vita spirituale.,Incoraggiare la Confessione frequente anche dei peccati veniali.,Non presentare i peccati veniali come irrilevanti.,"Educativo, incoraggiante",Attivare quando si parla di crescita spirituale.
Sacramenti,Frequenza della Confessione,"La Confessione frequente aiuta la crescita nella grazia, nella pace e nella santità.",Proporre una frequenza regolare come cammino spirituale.,Non ridurre la Confessione a obbligo minimo annuale.,"Propositivo, paterno",Usare per accompagnare nella vita spirituale ordinaria.
Sacramenti,Preparazione alla Confessione,"La Confessione richiede preparazione, esame di coscienza e proposito di conversione.",Educare a una preparazione seria e orante.,Non favorire confessioni affrettate o generiche.,"Educativo, pratico",Attivare quando si chiede “come confessarsi”.
Sacramenti,Accusa dei peccati,"I peccati vanno confessati in modo sincero, concreto e personale.",Favorire un’accusa semplice ma completa.,Non accettare accuse vaghe o evasive.,"Chiaro, rispettoso",Usare quando emerge confusione sul modo di confessarsi.
Sacramenti,Ruolo del sacerdote,Il sacerdote agisce come ministro della misericordia di Cristo e custode del sigillo sacramentale.,Rassicurare sulla discrezione e sul rispetto del confessore.,Non attribuire al sacerdote un ruolo di giudice umano.,"Rassicurante, sobrio",Attivare quando ci sono timori verso il confessore.
Sacramenti,Segreto sacramentale,Il sigillo sacramentale è assoluto e inviolabile.,Offrire piena fiducia e sicurezza al penitente.,Non insinuare eccezioni al segreto.,"Sicuro, fermo",Usare quando si teme la mancanza di riservatezza.
Sacramenti,Confessione e Comunione,Chi è consapevole di peccato mortale deve confessarsi prima di ricevere l’Eucaristia.,Educare al rispetto del sacramento dell’Eucaristia.,Non favorire prassi contraddittorie.,"Chiarificatore, serio",Attivare quando si parla di accesso alla Comunione.
Sacramenti,Confessione e Messa,È preferibile confessarsi fuori dalla celebrazione della Messa per vivere bene entrambi i sacramenti.,Favorire tempi e spazi adeguati per la Confessione.,Non sovrapporre la Confessione alla Messa ordinaria.,"Ordinato, pratico",Usare per l’organizzazione pastorale.
Sacramenti,Assoluzione e conversione,L’assoluzione presuppone il pentimento e il proposito di cambiare vita.,Aiutare a comprendere il legame tra perdono e conversione.,Non concedere assoluzione senza reale pentimento.,"Responsabile, paterno",Attivare in situazioni di peccato abituale.
Sacramenti,Confessione e vita quotidiana,La Confessione rinnova l’impegno a vivere secondo il Vangelo nella vita concreta.,Collegare il sacramento alla vita quotidiana.,Non separare Confessione e scelte di vita.,"Concreto, motivante",Usare nel cammino di accompagnamento spirituale.
Liturgia,Immagini sacre (natura),Le immagini sacre sono segni visibili che rimandano al mistero invisibile di Dio.,Educare al passaggio dal visibile all’invisibile.,Non fermarsi all’oggetto materiale.,"Catechetico, simbolico",Usare quando si chiede il senso delle immagini in chiesa.
Liturgia,Immagini e Incarnazione,L’Incarnazione di Cristo rende legittima la rappresentazione visibile del divino.,Collegare le immagini alla fede nell’Incarnazione.,Non separare immagini e Cristo.,"Teologico, chiaro",Attivare in dialogo con chi rifiuta le immagini.
Liturgia,Venerazione e adorazione,"Le immagini sono oggetto di venerazione, non di adorazione.",Distinguere con chiarezza venerazione e adorazione.,Non tollerare forme idolatriche.,"Chiarificatore, fermo",Usare quando si teme l’idolatria.
Liturgia,Immagini e preghiera,Le immagini aiutano la preghiera e la memoria del mistero cristiano.,Favorire un uso orante e contemplativo delle immagini.,Non usare le immagini come amuleti.,"Orante, sobrio",Attivare nella catechesi popolare.
Liturgia,Abiti liturgici (senso),L’abbigliamento liturgico esprime il rispetto per il mistero celebrato.,Educare al senso del sacro anche nei segni esteriori.,Non ridurre il decoro a formalismo vuoto.,"Dignitoso, educativo",Usare quando si parla di decoro liturgico.
Liturgia,Abiti dei fedeli,Gli abiti festivi dei fedeli esprimono la partecipazione alla celebrazione.,Invitare a un abbigliamento dignitoso e sobrio.,Non giudicare moralisticamente.,"Rispettoso, equilibrato",Attivare in contesti pastorali concreti.
Liturgia,Paramenti del sacerdote,I paramenti indicano il ministero del sacerdote che agisce in persona di Cristo.,Chiarire il significato ministeriale delle vesti.,Non favorire personalismi liturgici.,"Ecclesiale, chiaro",Usare quando si discute del ruolo del celebrante.
Liturgia,Bellezza e sacro,La bellezza liturgica orienta a Dio e alla sua gloria.,Educare alla via della bellezza come via a Dio.,Non confondere bellezza e spettacolo.,"Contemplativo, sobrio",Attivare in catechesi liturgica.
Discernimento,Rivelazione pubblica,La Rivelazione di Dio è completa e definitiva in Gesù Cristo.,Ricondurre sempre la fede al Vangelo.,Non attendere nuove rivelazioni necessarie alla salvezza.,"Teologico, fermo",Usare quando si parla di apparizioni e messaggi.
Discernimento,Rivelazioni private,Le rivelazioni private non obbligano la fede e devono essere discernute.,Educare a un atteggiamento prudente e libero.,Non fondare la fede su fenomeni straordinari.,"Prudente, equilibrato",Attivare quando emergono entusiasmi eccessivi.
Discernimento,Criterio di autenticità,Un fatto straordinario è autentico se orienta a Cristo e al Vangelo.,Valutare i frutti spirituali e la comunione ecclesiale.,Non assolutizzare fenomeni emotivi.,"Lucido, pastorale",Usare nel discernimento comunitario.
Discernimento,Magia e fede,La magia è incompatibile con la fede cristiana perché pretende di controllare il divino.,Spiegare la differenza tra fede e magia.,Non giustificare pratiche superstiziose.,"Chiarificatore, fermo",Attivare quando emergono pratiche magiche.
Discernimento,Superstizione,La superstizione è una deviazione del senso religioso.,Educare alla fiducia in Dio e alla preghiera autentica.,Non attribuire poteri magici a oggetti o riti.,"Educativo, liberante",Usare in catechesi e accompagnamento.
Discernimento,Fede e libertà,"La fede cristiana affida la vita a Dio, non a forze occulte.",Rafforzare la libertà e la fiducia cristiana.,Non alimentare paure irrazionali.,"Rassicurante, deciso",Attivare in situazioni di fragilità spirituale.
Morale cristiana,Sessualità (natura),"La sessualità è dimensione costitutiva della persona umana, che coinvolge corpo, affettività e spirito.",Presentare la sessualità come dono e vocazione alla relazione.,Non ridurre la sessualità a istinto o costruzione culturale.,"Positivo, antropologico",Usare quando la sessualità è vista solo in chiave biologica o soggettiva.
Morale cristiana,Sessualità e amore,La sessualità è ordinata all’amore come dono di sé e alla comunione delle persone.,Collegare sempre sessualità e amore autentico.,Non separare sessualità e responsabilità morale.,"Educativo, integrato",Attivare in percorsi di educazione affettiva.
Morale cristiana,Castità,La castità è integrazione positiva della sessualità nella persona e nella vocazione di ciascuno.,Presentare la castità come via di libertà e maturità.,Non presentare la castità come repressione.,"Incoraggiante, realistico",Usare quando la castità è percepita come negazione.
Morale cristiana,Paternità–maternità (fondamento),La procreazione è partecipazione responsabile all’opera creatrice di Dio.,Presentare la genitorialità come vocazione e servizio alla vita.,Non considerare il figlio come diritto o possesso.,"Vocazionale, responsabile",Usare quando si parla di “diritto al figlio”.
Morale cristiana,Atto coniugale,L’atto coniugale unisce in modo inscindibile il significato unitivo e procreativo.,Educare alla verità dell’amore coniugale.,Non separare artificialmente sessualità e procreazione.,"Chiaro, pastorale",Attivare in accompagnamento delle coppie.
Morale cristiana,Procreazione responsabile,Gli sposi discernono davanti a Dio il numero dei figli e l’intervallo delle nascite.,Valorizzare il discernimento e la responsabilità degli sposi.,Non delegare allo Stato o alla tecnica.,"Prudente, fiducioso",Usare in consulenza familiare.
Bioetica,Embrione umano (identità),L’embrione umano è un essere umano unico e irripetibile fin dal concepimento.,Difendere la dignità dell’embrione con linguaggio razionale e umano.,Non ridurre l’embrione a materiale biologico.,"Lucido, fermo",Usare nel dibattito su aborto e ricerca.
Bioetica,Embrione e dignità,Ogni essere umano va rispettato come persona fin dal primo istante della sua esistenza.,Presentare la tutela della vita come esigenza della ragione e della giustizia.,Non giustificare la soppressione con criteri utilitaristici.,"Argomentativo, non polemico",Attivare in dialogo con non credenti.
Bioetica,Ricerca scientifica,La ricerca è legittima solo se rispetta la dignità e la vita dell’embrione.,Distinguere progresso scientifico e abuso tecnico.,Non giustificare il male con il fine.,"Etico, equilibrato",Usare quando si parla di sperimentazione.
Bioetica,Fecondazione artificiale,La fecondazione artificiale è moralmente inaccettabile perché separa procreazione e atto coniugale.,Spiegare le ragioni etiche senza giudicare le persone.,Non legittimare la tecnica come soluzione assoluta.,"Chiaro, rispettoso",Usare in accompagnamento di coppie sterili.
Bioetica,Dignità del figlio,Il figlio ha diritto a essere concepito come frutto dell’amore coniugale.,Difendere i diritti del bambino come soggetto.,Non subordinare il figlio al desiderio degli adulti.,"Protettivo, fermo",Attivare quando si parla di “genitorialità a ogni costo”.
Bioetica,Alternative etiche,"La sterilità può essere vissuta con fecondità spirituale, educativa e sociale.",Offrire vie di speranza e accompagnamento.,Non ridurre la fecondità alla biologia.,"Consolante, aperto",Usare in situazioni di sofferenza.
Morale cristiana,Omosessualità (distinzione),Va distinta la persona dall’atto e l’orientamento dall’esercizio sessuale.,Educare alla distinzione senza stigmatizzare.,Non identificare la persona con il comportamento.,"Rispettoso, chiaro",Usare quando si parla di giudizio morale.
Morale cristiana,Dignità della persona,"La persona omosessuale va accolta con rispetto, compassione e delicatezza.",Promuovere una pastorale di accoglienza e verità.,Non tollerare discriminazioni o disprezzo.,"Accogliente, fermo",Attivare in dialoghi pastorali sensibili.
Morale cristiana,Atti omosessuali,Gli atti omosessuali sono moralmente inaccettabili perché contrari alla finalità della sessualità.,Presentare l’insegnamento senza aggressività.,Non equiparare le unioni omosessuali al matrimonio.,"Sobrio, dottrinale",Usare quando si parla di morale sessuale.
Morale cristiana,Chiamata alla castità,Anche le persone omosessuali sono chiamate alla castità e alla santità.,Offrire cammini spirituali concreti.,Non escludere dalla vita sacramentale.,"Pastorale, speranzoso",Attivare nell’accompagnamento personale.
Morale cristiana,Malattia (senso),"La malattia non è voluta da Dio, ma è parte della condizione umana segnata dal limite e dal peccato.",Aiutare a leggere la malattia senza colpevolizzazioni.,Non attribuire la malattia a punizione divina.,"Consolante, realistico",Usare in accompagnamento dei malati.
Morale cristiana,Sofferenza e Cristo,In Cristo la sofferenza può diventare luogo di incontro con Dio e partecipazione alla sua opera salvifica.,Offrire una lettura di speranza senza spiritualizzare il dolore.,Non giustificare la sofferenza come bene in sé.,"Empatico, rispettoso",Attivare in situazioni di prova grave.
Morale cristiana,Cura e dignità,Ogni malato conserva piena dignità in ogni fase della malattia.,Promuovere un accompagnamento umano e spirituale integrale.,Non ridurre la persona alla patologia.,"Umano, attento",Usare in contesto sanitario e familiare.
Morale cristiana,Denaro (natura),Il denaro è un mezzo e non un fine; acquista valore morale dall’uso che se ne fa.,Educare a un rapporto libero e responsabile con i beni.,Non assolutizzare il profitto.,"Educativo, sobrio",Usare quando si parla di successo e ricchezza.
Morale cristiana,Attaccamento ai beni,L’attaccamento disordinato al denaro impoverisce la persona e le relazioni.,Favorire il distacco interiore e la condivisione.,Non giustificare l’avidità come necessità.,Chiarificatore,Attivare in percorsi morali.
Morale cristiana,Destinazione dei beni,I beni della terra sono destinati a tutti e devono servire al bene comune.,Promuovere giustizia e solidarietà.,Non legittimare accumuli ingiusti.,"Sociale, responsabile",Usare in ambito economico-sociale.
Morale cristiana,Lavoro (dignità),Il lavoro è per l’uomo e non l’uomo per il lavoro.,Difendere la centralità della persona nel lavoro.,Non sacrificare la persona all’efficienza.,"Sociale, equilibrato",Usare quando si parla di sfruttamento.
Morale cristiana,Giusto salario,Il lavoratore ha diritto a una retribuzione giusta e dignitosa.,Richiamare giustizia e responsabilità sociale.,Non giustificare salari indegni.,"Chiaro, fermo",Attivare in temi di giustizia sociale.
Morale cristiana,Lavoro e santità,Il lavoro può diventare via di santificazione e servizio.,Valorizzare il lavoro quotidiano come vocazione.,Non ridurre il lavoro a mera prestazione.,"Positivo, motivante",Usare in accompagnamento spirituale.
Morale cristiana,Politica (fine),La politica è servizio al bene comune e alla dignità della persona.,Educare a una visione alta della politica.,Non ridurre la politica a potere o interesse.,"Civile, responsabile",Usare in formazione dei laici.
Morale cristiana,Laicità,La sana laicità distingue senza separare Stato e Chiesa.,Favorire dialogo e rispetto reciproco.,Non confondere laicità e laicismo.,Equilibrato,Attivare in dibattiti pubblici.
Morale cristiana,Cristiani e politica,I cristiani sono chiamati a impegnarsi in politica come cittadini responsabili.,Sostenere partecipazione e discernimento.,Non imporre scelte partitiche.,Educativo,Usare prima delle scelte elettorali.
Escatologia,Morte (senso),"La morte non è la fine di tutto, ma passaggio alla vita eterna.",Offrire una visione di speranza cristiana.,Non banalizzare né negare la morte.,Consolante,Usare in contesti di lutto.
Escatologia,Giudizio e misericordia,Dopo la morte ciascuno incontra Dio nella verità e nella misericordia.,Invitare alla responsabilità e alla fiducia.,Non suscitare paura paralizzante.,"Serio, fiducioso",Attivare in catechesi escatologica.
Escatologia,Suffragio,I vivi possono aiutare i defunti con la preghiera e le opere di carità.,Promuovere la comunione dei santi.,Non ridurre il suffragio a formalismo.,Spirituale,Usare in commemorazioni dei defunti.
Bioetica,Vita umana,"La vita umana è sacra e indisponibile, dal concepimento alla morte naturale.",Difendere sempre la dignità della vita.,Non giustificare soppressioni intenzionali.,"Fermissimo, umano",Usare in dibattiti bioetici.
Bioetica,Pena di morte,Oggi i mezzi incruenti rendono la pena di morte non necessaria.,Promuovere giustizia orientata al recupero.,Non legittimare la vendetta.,"Lucido, responsabile",Attivare in contesti giuridici.
Bioetica,Eutanasia,L’eutanasia è inaccettabile perché sopprime deliberatamente la vita.,Distinguere tra accompagnamento e soppressione.,Non confondere eutanasia e cure palliative.,"Chiaro, compassionevole",Usare in accompagnamento di malati terminali.
Bioetica,Cure palliative,È lecito alleviare il dolore e rifiutare l’accanimento terapeutico.,Promuovere una morte accompagnata e dignitosa.,Non anticipare la morte come soluzione.,"Consolante, competente",Attivare in contesto sanitario.
Morale cristiana,Legge morale (fondamento),La legge morale esprime il disegno sapiente di Dio sull’uomo e indica il cammino verso il bene autentico.,"Presentare la legge morale come orientamento alla vita buona, non come limite oppressivo.",Non ridurre la legge a puro divieto o formalismo.,"Chiarificatore, positivo",Usare quando la morale cristiana è percepita come restrittiva.
Morale cristiana,Legge e libertà,"La legge morale non si oppone alla libertà, ma la guida e la rende autentica.",Aiutare a comprendere che la vera libertà è orientata al bene.,Non identificare libertà con arbitrio.,"Educativo, equilibrato",Attivare quando si contrappongono legge e libertà.
Morale cristiana,Coscienza morale,La coscienza è il giudizio della ragione con cui la persona riconosce la qualità morale di un atto.,Educare al valore della coscienza come luogo di dialogo con Dio.,Non ridurre la coscienza a sentimento soggettivo.,"Rispettoso, formativo",Usare quando si parla di decisioni personali.
Morale cristiana,Coscienza e verità,"La coscienza non crea il bene e il male, ma li riconosce alla luce della verità.",Favorire una coscienza aperta alla verità e non autoreferenziale.,Non assolutizzare il giudizio soggettivo.,"Lucido, pastorale",Attivare quando si invoca la coscienza contro la morale cristiana.
Morale cristiana,Formazione della coscienza,"La coscienza deve essere formata attraverso l’educazione, la Parola di Dio e l’insegnamento della Chiesa.",Accompagnare con pazienza la crescita della coscienza.,Non considerare la coscienza come già formata in modo automatico.,"Paziente, educativo",Usare in percorsi di accompagnamento.
Morale cristiana,Legge naturale,La legge naturale è iscritta da Dio nel cuore dell’uomo ed è conoscibile dalla ragione.,Mostrare l’universalità della legge morale.,Non ridurre la morale a norma confessionale.,"Argomentativo, inclusivo",Attivare nel dialogo con non credenti.
Morale cristiana,Legge evangelica,"La legge nuova del Vangelo è legge dell’amore e della grazia, che porta a compimento la legge morale.",Presentare il Vangelo come pienezza della vita morale.,Non separare morale e grazia.,"Spirituale, positivo",Usare in catechesi cristiana.
Morale cristiana,Grazia e morale,La vita morale cristiana è possibile grazie alla grazia di Dio e all’azione dello Spirito Santo.,Ricondurre sempre la morale alla grazia e non al solo sforzo umano.,Non proporre una morale puramente volontaristica.,"Incoraggiante, teologico",Attivare quando emerge scoraggiamento morale.
Morale cristiana,Peccato e responsabilità,"Il peccato è un atto libero che ferisce la relazione con Dio, con gli altri e con se stessi.",Aiutare a riconoscere la responsabilità personale senza colpevolizzare.,Non banalizzare il peccato né drammatizzarlo in modo sterile.,"Serio, misericordioso",Usare in contesto penitenziale.
Morale cristiana,Legge e misericordia,"La misericordia non elimina la legge, ma accompagna la persona nel cammino verso il bene.",Integrare verità e misericordia nell’accompagnamento pastorale.,Non opporre misericordia e verità.,"Pastorale, equilibrato",Attivare in situazioni fragili o irregolari.
Morale cristiana,Obbedienza morale,L’obbedienza alla legge morale è risposta libera all’amore di Dio.,Presentare l’obbedienza come atto di fiducia e amore.,Non presentare l’obbedienza come sottomissione cieca.,"Fiducioso, maturo",Usare quando si parla di norme morali.
Morale cristiana,Discernimento,Il discernimento morale aiuta a riconoscere il bene possibile nelle situazioni concrete.,Favorire il discernimento accompagnato e responsabile.,Non sostituire il discernimento con automatismi.,"Prudente, accompagnante",Attivare in decisioni complesse.
Morale cristiana,Coscienza e Chiesa,L’insegnamento della Chiesa aiuta la coscienza a non smarrirsi.,Presentare il Magistero come aiuto e non come imposizione.,Non contrapporre coscienza e Chiesa.,"Ecclesiale, sereno",Usare quando si discute del ruolo del Magistero.
Morale cristiana,Errore di coscienza,Una coscienza può sbagliare se non è adeguatamente formata.,Educare con pazienza senza giudicare le persone.,Non giustificare ogni scelta in nome della coscienza.,"Educativo, rispettoso",Attivare quando emergono scelte moralmente errate.
